image,fp_type,component_id,area_px,x,y,w,h,majority_pred_class_id,majority_pred_class_name
0506tin1_1_30_crop_01.jpg,bg_to_strip_inclusion,2,20,605,432,3,9,5,TINB/TINC
0506tin1_1_30_crop_01.jpg,bg_to_strip_inclusion,3,41,497,534,5,10,6,TIND
0506tin1_1_30_crop_01.jpg,bg_to_strip_inclusion,5,71,990,942,6,14,6,TIND
0506tin1_1_30_crop_01.jpg,bg_to_strip_inclusion,6,2,510,949,1,2,6,TIND
0506tin1_1_30_crop_01.jpg,bg_to_strip_inclusion,7,5,509,953,1,5,6,TIND
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,1,32,651,611,4,9,6,TIND
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,2,22,186,763,5,15,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,3,6,174,777,1,6,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,4,11,176,793,5,5,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,5,6,180,831,2,5,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,6,4,183,838,1,4,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,7,9,185,876,1,9,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,9,65,187,916,4,38,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,10,8,191,974,2,6,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,1,53,15,29,7,17,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,2,2,23,44,1,2,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,3,11,22,48,1,11,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,4,201,14,58,8,57,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,5,35,23,130,3,14,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,6,33,22,148,2,25,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,7,6,26,148,1,6,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,8,5,27,162,1,5,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,9,68,941,667,5,40,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,10,6,937,703,1,6,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,11,5,938,711,1,5,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,12,4,939,720,1,4,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,13,8,940,728,1,8,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,14,18,939,750,2,16,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,15,2,944,760,1,2,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,1,12,346,1,4,9,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,2,41,331,295,13,21,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,3,5,338,320,2,4,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,4,4,331,322,1,4,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,5,5,332,334,1,5,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,6,27,334,348,4,23,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,7,79,323,360,9,40,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,8,11,332,372,2,10,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,9,11,331,393,3,8,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,10,15,322,409,2,13,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,11,41,653,714,5,10,6,TIND
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,1,4,527,0,4,1,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,2,6,532,10,1,6,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,3,2,527,13,1,2,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,4,5,532,19,1,5,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,5,5,527,29,1,5,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,6,7,526,41,1,7,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,8,5,526,66,2,5,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,9,2,515,94,1,2,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,10,6,514,101,1,6,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,11,5,515,109,1,5,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,12,10,32,121,4,6,6,TIND
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,13,15,520,297,2,10,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,15,13,524,298,2,10,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,16,2,521,312,1,2,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,21,136,525,357,5,37,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,22,8,528,398,3,5,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,23,12,530,405,3,5,6,TIND
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,24,10,452,444,4,5,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,25,13,456,468,2,10,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,29,2,451,725,1,2,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,30,34,440,726,5,28,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,31,7,450,729,1,7,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,32,78,444,747,6,35,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,33,8,438,790,1,8,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,34,8,446,790,1,8,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,35,9,972,900,4,5,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,36,22,971,911,3,18,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,37,2,978,922,1,2,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,38,48,974,932,2,35,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,40,4,11,1008,3,2,6,TIND
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,1,266,902,154,11,50,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,2,63,909,203,8,14,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,4,141,910,225,6,44,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,5,21,118,422,3,15,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,6,2,121,438,1,2,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,8,47,123,446,4,24,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,10,19,128,466,5,9,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,11,6,44,627,3,4,6,TIND
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,12,4,44,632,3,4,6,TIND
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,13,36,59,632,6,12,6,TIND
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,14,27,80,796,8,15,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,16,10,84,811,4,6,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,17,2,83,847,1,2,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,21,37,142,924,6,10,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,22,147,43,970,18,11,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,1,10,168,18,3,7,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,2,7,171,24,6,3,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,3,101,438,93,8,15,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,4,4,687,146,4,2,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,5,21,555,332,4,7,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,6,2,550,355,1,2,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,7,3,549,358,1,3,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,8,17,698,455,4,11,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,9,6,701,454,3,6,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,10,22,564,484,7,5,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,11,60,694,562,8,11,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,12,3,698,586,1,3,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,13,3,698,593,1,3,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,14,3,705,594,1,3,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,17,65,875,877,5,15,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,18,70,443,906,7,13,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,19,41,443,929,5,10,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,1,4,994,0,2,3,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,2,22,999,0,6,7,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,3,2,994,5,1,2,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,4,5,997,12,4,2,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,5,72,1000,19,13,18,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,6,5,1008,38,5,4,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,7,23,172,317,2,23,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,8,5,177,318,1,5,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,9,15,178,328,2,13,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,10,119,170,349,9,56,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,13,54,167,433,9,26,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,14,3,890,437,1,3,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,15,3,182,443,1,3,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,16,8,182,449,2,8,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,17,3,175,459,3,1,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,18,2,179,458,2,1,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,20,5,876,488,1,5,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,21,20,156,565,7,11,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,23,23,99,746,8,4,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,24,3,96,753,1,3,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,26,2,109,755,1,2,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,27,15,100,763,7,4,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,28,4,1004,906,1,4,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,29,18,1005,910,6,5,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,30,6,74,992,2,6,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,31,4,1005,992,4,3,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,32,8,1011,993,3,6,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,33,2,78,1000,2,1,6,TIND
0506tin1_1_45_crop_01.jpg,bg_to_strip_inclusion,1,46,495,304,8,7,6,TIND
0506tin1_1_45_crop_01.jpg,bg_to_strip_inclusion,2,84,470,334,6,17,6,TIND
0506tin1_1_45_crop_01.jpg,bg_to_strip_inclusion,3,10,561,689,7,3,6,TIND
0506tin1_1_45_crop_01.jpg,bg_to_strip_inclusion,4,6,260,717,4,3,6,TIND
0506tin1_1_45_crop_01.jpg,bg_to_strip_inclusion,5,23,257,718,2,14,6,TIND
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,1,4,579,380,3,2,6,TIND
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,3,16,570,393,4,10,6,TIND
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,4,12,584,399,3,11,6,TIND
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,5,7,570,408,5,5,6,TIND
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,6,30,558,531,8,11,5,TINB/TINC
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,7,117,553,547,10,38,5,TINB/TINC
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,8,8,564,546,2,6,5,TINB/TINC
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,9,13,553,602,2,10,5,TINB/TINC
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,10,4,568,624,1,4,5,TINB/TINC
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,11,3,571,626,1,3,5,TINB/TINC
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,12,212,567,631,7,66,5,TINB/TINC
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,13,11,572,631,1,11,5,TINB/TINC
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,14,7,573,724,3,5,6,TIND
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,15,15,558,773,5,8,6,TIND
0506tin1_1_46_crop_02.jpg,bg_to_D,1,77,734,435,10,10,4,D
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,1,7,903,7,6,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,2,21,896,8,6,11,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,3,2,910,13,1,2,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,4,19,898,20,11,2,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,5,43,773,33,8,8,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,6,8,496,50,7,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,7,3,504,54,1,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,8,5,496,56,1,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,11,64,668,62,10,24,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,12,23,679,67,2,16,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,13,20,787,84,7,6,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,15,2,499,120,2,1,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,16,10,492,124,3,9,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,17,3,504,217,3,1,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,18,4,503,219,1,4,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,19,7,514,303,1,7,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,20,4,508,305,1,4,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,21,7,510,311,4,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,22,29,524,331,5,7,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,23,8,640,365,6,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,24,5,633,366,2,4,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,25,6,645,370,2,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,26,10,633,372,6,6,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,27,5,884,378,1,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,28,14,893,379,5,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,29,5,587,395,1,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,30,11,591,394,6,8,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,31,5,588,401,4,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,32,3,536,452,1,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,34,33,515,489,9,10,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,35,13,586,488,1,13,5,TINB/TINC
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,36,39,590,497,4,25,5,TINB/TINC
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,37,36,654,508,6,19,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,38,8,663,509,6,7,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,39,8,662,521,6,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,40,3,594,524,1,3,5,TINB/TINC
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,41,149,580,526,17,35,5,TINB/TINC
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,42,12,595,544,5,6,5,TINB/TINC
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,43,22,590,571,5,9,5,TINB/TINC
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,45,17,881,580,7,9,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,46,6,430,674,3,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,48,12,467,723,6,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,50,2,435,742,1,2,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,52,9,441,751,7,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,53,5,668,755,2,4,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,54,6,655,757,4,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,55,11,655,763,9,2,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,56,68,619,816,5,17,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,57,54,407,834,8,9,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,58,6,486,856,6,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,59,47,464,872,15,17,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,60,6,616,909,3,6,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,61,10,588,920,2,7,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,62,3,620,982,2,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,64,3,612,999,1,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,65,2,615,1006,2,1,6,TIND
0506tin1_1_50_crop_01.jpg,bg_to_strip_inclusion,1,9,913,401,4,4,6,TIND
0506tin1_1_50_crop_01.jpg,bg_to_strip_inclusion,2,2,918,402,1,2,6,TIND
0506tin1_1_50_crop_01.jpg,bg_to_strip_inclusion,4,6,913,406,4,4,6,TIND
0506tin1_1_50_crop_01.jpg,bg_to_strip_inclusion,5,163,653,812,10,34,5,TINB/TINC
0506tin1_1_50_crop_01.jpg,bg_to_strip_inclusion,6,9,655,885,4,7,6,TIND
0506tin1_1_50_crop_01.jpg,bg_to_strip_inclusion,8,9,656,895,5,7,6,TIND
0506tin1_1_50_crop_03.jpg,bg_to_strip_inclusion,1,9,225,7,2,8,6,TIND
0506tin1_1_50_crop_03.jpg,bg_to_strip_inclusion,2,17,996,738,6,6,6,TIND
0506tin1_1_50_crop_03.jpg,bg_to_strip_inclusion,3,8,992,749,3,5,6,TIND
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,1,108,864,240,5,36,5,TINB/TINC
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,2,137,852,442,8,27,5,TINB/TINC
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,3,26,480,638,2,20,5,TINB/TINC
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,4,6,422,655,2,6,6,TIND
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,5,2,479,662,1,2,5,TINB/TINC
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,7,5,477,687,1,5,5,TINB/TINC
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,8,22,477,814,4,7,6,TIND
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,9,5,46,824,3,5,6,TIND
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,10,9,46,832,2,8,6,TIND
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,12,154,486,920,9,35,5,TINB/TINC
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,1,4,937,25,1,4,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,2,5,938,33,1,5,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,3,2,944,35,1,2,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,4,17,584,201,3,11,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,5,2,576,210,2,2,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,6,35,174,249,4,10,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,7,63,85,845,9,14,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,8,68,616,845,4,19,5,TINB/TINC
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,9,82,652,848,7,14,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,10,289,612,872,11,43,5,TINB/TINC
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,11,51,654,927,6,10,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,12,451,619,928,15,74,5,TINB/TINC
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,13,54,945,969,6,12,6,TIND
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,1,18,753,188,3,11,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,2,2,754,204,1,2,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,3,20,66,217,6,13,6,TIND
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,4,16,753,251,3,15,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,5,68,818,304,5,17,5,TINB/TINC
