image,gt_class_id,gt_class_name,gt_component_id,gt_area_px,inclusion_coverage,correct_class_coverage,dominant_pred_class_id,dominant_pred_class_name,dominant_ratio,correct_class_ratio,fragment_class_count,fragment_classes,matched_pred_component_id,matched_intersection_px,matched_pred_area_px,purity
0506tin1_1_35_crop_01.jpg,5,TINB/TINC,1,854,0.7786885245901639,0.7786885245901639,5,TINB/TINC,1.0,1.0,1,TINB/TINC,2,665,675,0.9851851851851852
0506tin1_1_35_crop_01.jpg,5,TINB/TINC,2,315,0.01904761904761905,0.01904761904761905,5,TINB/TINC,1.0,1.0,1,TINB/TINC,3,6,6,1.0
0506tin1_1_35_crop_01.jpg,5,TINB/TINC,3,237,0.6286919831223629,0.6286919831223629,5,TINB/TINC,1.0,1.0,1,TINB/TINC,4,149,159,0.9371069182389937
0506tin1_1_35_crop_01.jpg,5,TINB/TINC,4,265,0.3283018867924528,0.3283018867924528,5,TINB/TINC,1.0,1.0,1,TINB/TINC,6,87,93,0.9354838709677419
0506tin1_1_35_crop_01.jpg,5,TINB/TINC,5,687,0.6593886462882096,0.6593886462882096,5,TINB/TINC,1.0,1.0,1,TINB/TINC,7,453,520,0.8711538461538462
0506tin1_1_35_crop_01.jpg,5,TINB/TINC,6,213,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_35_crop_01.jpg,5,TINB/TINC,7,403,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_35_crop_01.jpg,6,TIND,1,90,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_35_crop_01.jpg,6,TIND,2,83,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_37_crop_01.jpg,5,TINB/TINC,1,314,0.60828025477707,0.60828025477707,5,TINB/TINC,1.0,1.0,1,TINB/TINC,3,191,246,0.7764227642276422
0506tin1_1_37_crop_01.jpg,5,TINB/TINC,2,308,0.14935064935064934,0.14935064935064934,5,TINB/TINC,1.0,1.0,1,TINB/TINC,5,28,28,1.0
0506tin1_1_37_crop_01.jpg,6,TIND,1,110,0.9181818181818182,0.03636363636363636,5,TINB/TINC,0.9603960396039604,0.039603960396039604,1,TINB/TINC,1,101,539,0.18738404452690166
0506tin1_1_37_crop_01.jpg,6,TIND,2,157,0.9299363057324841,0.0,5,TINB/TINC,1.0,0.0,1,TINB/TINC,1,146,539,0.27087198515769945
0506tin1_1_37_crop_01.jpg,6,TIND,3,190,0.7157894736842105,0.7157894736842105,6,TIND,1.0,1.0,1,TIND,4,136,162,0.8395061728395061
0506tin1_1_37_crop_01.jpg,6,TIND,4,51,0.0196078431372549,0.0196078431372549,6,TIND,1.0,1.0,1,TIND,4,1,162,0.006172839506172839
0506tin1_1_39_crop_01.jpg,6,TIND,1,72,0.8333333333333334,0.8333333333333334,6,TIND,1.0,1.0,1,TIND,1,60,74,0.8108108108108109
0506tin1_1_39_crop_01.jpg,6,TIND,2,37,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_39_crop_01.jpg,6,TIND,3,75,0.76,0.76,6,TIND,1.0,1.0,1,TIND,4,57,62,0.9193548387096774
0506tin1_1_39_crop_01.jpg,6,TIND,4,45,0.9333333333333333,0.9333333333333333,6,TIND,1.0,1.0,1,TIND,5,42,69,0.6086956521739131
0506tin1_1_39_crop_01.jpg,6,TIND,5,85,0.8235294117647058,0.8235294117647058,6,TIND,1.0,1.0,1,TIND,7,70,81,0.8641975308641975
0506tin1_1_40_crop_01.jpg,5,TINB/TINC,1,536,0.47201492537313433,0.47201492537313433,5,TINB/TINC,1.0,1.0,1,TINB/TINC,3,253,377,0.6710875331564987
0506tin1_1_40_crop_01.jpg,6,TIND,1,96,0.78125,0.0,5,TINB/TINC,1.0,0.0,1,TINB/TINC,1,75,91,0.8241758241758241
0506tin1_1_40_crop_01.jpg,6,TIND,2,109,0.8807339449541285,0.8807339449541285,6,TIND,1.0,1.0,1,TIND,2,96,107,0.897196261682243
0506tin1_1_40_crop_01.jpg,6,TIND,3,281,0.9715302491103203,0.9715302491103203,6,TIND,1.0,1.0,1,TIND,4,273,323,0.8452012383900929
0506tin1_1_40_crop_01.jpg,6,TIND,4,44,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_40_crop_01.jpg,6,TIND,5,59,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_40_crop_01.jpg,6,TIND,6,136,0.7573529411764706,0.7573529411764706,6,TIND,1.0,1.0,1,TIND,5,103,126,0.8174603174603174
0506tin1_1_40_crop_01.jpg,6,TIND,7,26,0.6923076923076923,0.6923076923076923,6,TIND,1.0,1.0,1,TIND,6,18,18,1.0
0506tin1_1_40_crop_01.jpg,6,TIND,8,172,0.8488372093023255,0.8488372093023255,6,TIND,1.0,1.0,1,TIND,7,146,168,0.8690476190476191
0506tin1_1_40_crop_01.jpg,6,TIND,9,101,0.8217821782178217,0.7821782178217822,6,TIND,0.9518072289156626,0.9518072289156626,1,TIND,8,83,106,0.7830188679245284
0506tin1_1_40_crop_01.jpg,6,TIND,10,90,0.6222222222222222,0.6222222222222222,6,TIND,1.0,1.0,1,TIND,10,56,64,0.875
0506tin1_1_40_crop_01.jpg,6,TIND,11,100,0.66,0.66,6,TIND,1.0,1.0,1,TIND,11,66,71,0.9295774647887324
0506tin1_1_45_crop_01.jpg,4,D,1,49,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_45_crop_01.jpg,4,D,2,49,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_45_crop_01.jpg,6,TIND,1,68,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_45_crop_01.jpg,6,TIND,2,107,0.794392523364486,0.794392523364486,6,TIND,1.0,1.0,1,TIND,2,85,111,0.7657657657657657
0506tin1_1_46_crop_02.jpg,5,TINB/TINC,1,1011,0.6607319485657764,0.6607319485657764,5,TINB/TINC,1.0,1.0,1,TINB/TINC,3,581,756,0.7685185185185185
0506tin1_1_46_crop_02.jpg,6,TIND,1,339,0.9587020648967551,0.9587020648967551,6,TIND,1.0,1.0,1,TIND,1,325,363,0.8953168044077136
0506tin1_1_46_crop_02.jpg,6,TIND,2,65,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_46_crop_02.jpg,6,TIND,3,131,0.7251908396946565,0.7251908396946565,6,TIND,1.0,1.0,1,TIND,5,95,109,0.8715596330275229
0506tin1_1_47_crop_03.jpg,6,TIND,1,65,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_49_crop_00.jpg,5,TINB/TINC,1,1046,0.7103250478011472,0.7103250478011472,5,TINB/TINC,1.0,1.0,1,TINB/TINC,14,743,1035,0.7178743961352657
0506tin1_1_49_crop_00.jpg,5,TINB/TINC,2,425,0.44,0.4329411764705882,5,TINB/TINC,0.983957219251337,0.983957219251337,1,TINB/TINC,13,187,193,0.9689119170984456
0506tin1_1_49_crop_00.jpg,5,TINB/TINC,3,225,0.19555555555555557,0.0,6,TIND,1.0,0.0,1,TIND,26,44,47,0.9361702127659575
0506tin1_1_49_crop_00.jpg,6,TIND,1,135,0.9703703703703703,0.9703703703703703,6,TIND,1.0,1.0,1,TIND,1,131,179,0.7318435754189944
0506tin1_1_49_crop_00.jpg,6,TIND,2,93,0.989247311827957,0.989247311827957,6,TIND,1.0,1.0,1,TIND,3,92,112,0.8214285714285714
0506tin1_1_49_crop_00.jpg,6,TIND,3,176,0.9715909090909091,0.9715909090909091,6,TIND,1.0,1.0,1,TIND,4,171,229,0.7467248908296943
0506tin1_1_49_crop_00.jpg,6,TIND,4,31,0.8709677419354839,0.8709677419354839,6,TIND,1.0,1.0,1,TIND,5,27,51,0.5294117647058824
0506tin1_1_49_crop_00.jpg,6,TIND,5,217,0.7880184331797235,0.7880184331797235,6,TIND,1.0,1.0,1,TIND,6,171,180,0.95
0506tin1_1_49_crop_00.jpg,6,TIND,6,182,0.7252747252747253,0.7252747252747253,6,TIND,1.0,1.0,1,TIND,7,132,139,0.9496402877697842
0506tin1_1_49_crop_00.jpg,6,TIND,7,58,0.9137931034482759,0.9137931034482759,6,TIND,1.0,1.0,1,TIND,8,53,69,0.7681159420289855
0506tin1_1_49_crop_00.jpg,6,TIND,8,126,0.9603174603174603,0.9603174603174603,6,TIND,1.0,1.0,1,TIND,10,121,139,0.8705035971223022
0506tin1_1_49_crop_00.jpg,6,TIND,9,112,0.6607142857142857,0.6607142857142857,6,TIND,1.0,1.0,1,TIND,11,74,96,0.7708333333333334
0506tin1_1_49_crop_00.jpg,6,TIND,10,77,0.8831168831168831,0.8831168831168831,6,TIND,1.0,1.0,1,TIND,12,68,89,0.7640449438202247
0506tin1_1_49_crop_00.jpg,6,TIND,11,55,0.8727272727272727,0.8727272727272727,6,TIND,1.0,1.0,1,TIND,15,48,74,0.6486486486486487
0506tin1_1_49_crop_00.jpg,6,TIND,12,182,0.9010989010989011,0.9010989010989011,6,TIND,1.0,1.0,1,TIND,16,164,202,0.8118811881188119
0506tin1_1_49_crop_00.jpg,6,TIND,13,109,0.8899082568807339,0.8899082568807339,6,TIND,1.0,1.0,1,TIND,17,97,117,0.8290598290598291
0506tin1_1_49_crop_00.jpg,6,TIND,14,71,0.7887323943661971,0.7887323943661971,6,TIND,1.0,1.0,1,TIND,18,56,64,0.875
0506tin1_1_49_crop_00.jpg,6,TIND,15,176,0.7272727272727273,0.7272727272727273,6,TIND,1.0,1.0,1,TIND,19,128,136,0.9411764705882353
0506tin1_1_49_crop_00.jpg,6,TIND,16,171,0.8187134502923976,0.8187134502923976,6,TIND,1.0,1.0,1,TIND,20,140,148,0.9459459459459459
0506tin1_1_49_crop_00.jpg,6,TIND,17,114,0.8508771929824561,0.8508771929824561,6,TIND,1.0,1.0,1,TIND,21,97,120,0.8083333333333333
0506tin1_1_49_crop_00.jpg,6,TIND,18,128,0.71875,0.71875,6,TIND,1.0,1.0,1,TIND,24,92,98,0.9387755102040817
0506tin1_1_49_crop_00.jpg,6,TIND,19,215,0.8,0.8,6,TIND,1.0,1.0,1,TIND,25,172,205,0.8390243902439024
0506tin1_1_49_crop_00.jpg,6,TIND,20,144,0.4652777777777778,0.4652777777777778,6,TIND,1.0,1.0,1,TIND,27,67,75,0.8933333333333333
0506tin1_1_49_crop_00.jpg,6,TIND,21,198,0.8232323232323232,0.8232323232323232,6,TIND,1.0,1.0,1,TIND,28,163,168,0.9702380952380952
0506tin1_1_50_crop_01.jpg,6,TIND,1,29,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_50_crop_01.jpg,6,TIND,2,16,1.0,0.0,5,TINB/TINC,1.0,0.0,1,TINB/TINC,1,16,210,0.0761904761904762
0506tin1_1_50_crop_01.jpg,6,TIND,3,20,0.95,0.0,5,TINB/TINC,1.0,0.0,1,TINB/TINC,1,19,210,0.09047619047619047
0506tin1_1_50_crop_01.jpg,6,TIND,4,109,0.8990825688073395,0.8990825688073395,6,TIND,1.0,1.0,1,TIND,2,98,114,0.8596491228070176
0506tin1_1_50_crop_03.jpg,4,D,1,29,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_50_crop_03.jpg,6,TIND,1,58,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_50_crop_03.jpg,6,TIND,2,132,0.8787878787878788,0.8787878787878788,6,TIND,1.0,1.0,1,TIND,1,116,143,0.8111888111888111
0506tin1_1_55_crop_02.jpg,5,TINB/TINC,1,796,0.13316582914572864,0.13316582914572864,5,TINB/TINC,1.0,1.0,1,TINB/TINC,4,66,67,0.9850746268656716
0506tin1_1_55_crop_02.jpg,5,TINB/TINC,2,212,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_55_crop_02.jpg,6,TIND,1,51,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_55_crop_02.jpg,6,TIND,2,51,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_55_crop_02.jpg,6,TIND,3,44,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_55_crop_02.jpg,6,TIND,4,170,0.7470588235294118,0.7470588235294118,6,TIND,1.0,1.0,1,TIND,9,127,139,0.9136690647482014
0506tin1_1_56_crop_02.jpg,6,TIND,1,141,0.8794326241134752,0.8794326241134752,6,TIND,1.0,1.0,1,TIND,1,124,134,0.9253731343283582
0506tin1_1_56_crop_02.jpg,6,TIND,2,131,0.8320610687022901,0.8320610687022901,6,TIND,1.0,1.0,1,TIND,2,109,123,0.8861788617886179
0506tin1_1_58_crop_00.jpg,5,TINB/TINC,1,874,0.14302059496567507,0.003432494279176201,6,TIND,0.976,0.024,1,TIND,1,122,123,0.991869918699187
0506tin1_1_58_crop_00.jpg,5,TINB/TINC,2,1040,0.07019230769230769,0.07019230769230769,5,TINB/TINC,1.0,1.0,1,TINB/TINC,4,73,80,0.9125
0506tin1_1_58_crop_00.jpg,5,TINB/TINC,3,701,0.7346647646219686,0.7346647646219686,5,TINB/TINC,1.0,1.0,1,TINB/TINC,5,515,594,0.867003367003367
0506tin1_1_58_crop_00.jpg,6,TIND,1,61,0.7868852459016393,0.7868852459016393,6,TIND,1.0,1.0,1,TIND,2,48,70,0.6857142857142857
0506tin1_1_58_crop_00.jpg,6,TIND,2,47,0.8723404255319149,0.8723404255319149,6,TIND,1.0,1.0,1,TIND,8,41,68,0.6029411764705882
0506tin1_1_58_crop_00.jpg,6,TIND,3,62,1.0,0.0,5,TINB/TINC,1.0,0.0,1,TINB/TINC,10,62,133,0.46616541353383456
0506tin1_1_62_crop_02.jpg,6,TIND,1,95,0.9052631578947369,0.9052631578947369,6,TIND,1.0,1.0,1,TIND,1,86,99,0.8686868686868687
0506tin1_1_64_crop_01.jpg,5,TINB/TINC,1,682,0.9017595307917888,0.9017595307917888,5,TINB/TINC,1.0,1.0,1,TINB/TINC,2,615,691,0.8900144717800289
0506tin1_1_64_crop_01.jpg,6,TIND,1,42,0.7142857142857143,0.7142857142857143,6,TIND,1.0,1.0,1,TIND,1,30,38,0.7894736842105263
0506tin1_1_64_crop_01.jpg,6,TIND,2,153,0.803921568627451,0.803921568627451,6,TIND,1.0,1.0,1,TIND,4,123,134,0.917910447761194
0506tin1_1_65_crop_01.jpg,5,TINB/TINC,1,629,0.178060413354531,0.178060413354531,5,TINB/TINC,1.0,1.0,1,TINB/TINC,1,112,112,1.0
0506tin1_1_65_crop_01.jpg,6,TIND,1,45,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_65_crop_01.jpg,6,TIND,2,152,0.7828947368421053,0.7828947368421053,6,TIND,1.0,1.0,1,TIND,2,119,137,0.8686131386861314
0506tin1_1_65_crop_01.jpg,6,TIND,3,73,0.7123287671232876,0.6301369863013698,6,TIND,0.8846153846153846,0.8846153846153846,2,TINB/TINC|TIND,3,52,71,0.7323943661971831
0506tin1_1_65_crop_01.jpg,6,TIND,4,78,0.7435897435897436,0.7435897435897436,6,TIND,1.0,1.0,1,TIND,4,58,68,0.8529411764705882
0506tin1_1_65_crop_01.jpg,6,TIND,5,186,0.956989247311828,0.956989247311828,6,TIND,1.0,1.0,1,TIND,5,178,211,0.8436018957345972
0506tin1_1_65_crop_01.jpg,6,TIND,6,191,0.9685863874345549,0.9685863874345549,6,TIND,1.0,1.0,1,TIND,6,185,237,0.7805907172995781
0506tin1_1_68_crop_01.jpg,6,TIND,1,93,0.946236559139785,0.946236559139785,6,TIND,1.0,1.0,1,TIND,1,88,134,0.6567164179104478
0506tin1_1_69_crop_02.jpg,4,D,1,113,0.8230088495575221,0.8230088495575221,4,D,1.0,1.0,1,D,1,93,94,0.9893617021276596
0506tin1_1_69_crop_02.jpg,6,TIND,1,81,0.9506172839506173,0.0,5,TINB/TINC,1.0,0.0,1,TINB/TINC,3,77,303,0.25412541254125415
0506tin1_1_69_crop_02.jpg,6,TIND,2,66,0.9393939393939394,0.9393939393939394,6,TIND,1.0,1.0,1,TIND,4,62,82,0.7560975609756098
0506tin1_1_69_crop_02.jpg,6,TIND,3,118,0.864406779661017,0.864406779661017,6,TIND,1.0,1.0,1,TIND,5,102,108,0.9444444444444444
0506tin1_1_71_crop_01.jpg,6,TIND,1,91,0.7692307692307693,0.7692307692307693,6,TIND,1.0,1.0,1,TIND,1,70,124,0.5645161290322581
0506tin1_1_71_crop_01.jpg,6,TIND,2,105,0.8571428571428571,0.8571428571428571,6,TIND,1.0,1.0,1,TIND,2,90,99,0.9090909090909091
0506tin1_1_71_crop_01.jpg,6,TIND,3,31,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_71_crop_01.jpg,6,TIND,4,45,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin1_1_71_crop_01.jpg,6,TIND,5,149,0.6711409395973155,0.6711409395973155,6,TIND,1.0,1.0,1,TIND,3,100,103,0.970873786407767
0506tin2_01-03_crop_01.jpg,5,TINB/TINC,1,6783,0.6924664602683178,0.6924664602683178,5,TINB/TINC,1.0,1.0,1,TINB/TINC,1,2106,2262,0.9310344827586207
0506tin2_01-03_crop_01.jpg,6,TIND,1,163,0.9263803680981595,0.0,5,TINB/TINC,1.0,0.0,1,TINB/TINC,5,151,671,0.22503725782414308
0506tin2_01-10_crop_00.jpg,5,TINB/TINC,1,848,0.3561320754716981,0.0695754716981132,6,TIND,0.804635761589404,0.19536423841059603,2,TINB/TINC|TIND,2,121,121,1.0
0506tin2_01-10_crop_00.jpg,5,TINB/TINC,2,1591,0.7039597737272156,0.7039597737272156,5,TINB/TINC,1.0,1.0,1,TINB/TINC,5,1120,1173,0.9548167092924126
0506tin2_01-10_crop_00.jpg,5,TINB/TINC,3,437,0.28832951945080093,0.0,6,TIND,1.0,0.0,1,TIND,7,106,106,1.0
0506tin2_01-10_crop_00.jpg,5,TINB/TINC,4,408,0.4730392156862745,0.4730392156862745,5,TINB/TINC,1.0,1.0,1,TINB/TINC,8,193,302,0.6390728476821192
0506tin2_01-10_crop_00.jpg,6,TIND,1,154,0.935064935064935,0.935064935064935,6,TIND,1.0,1.0,1,TIND,4,144,145,0.993103448275862
0506tin2_01-10_crop_00.jpg,6,TIND,2,50,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin2_01-10_crop_00.jpg,6,TIND,3,36,0.6388888888888888,0.6388888888888888,6,TIND,1.0,1.0,1,TIND,9,23,24,0.9583333333333334
0506tin2_01-10_crop_00.jpg,6,TIND,4,138,0.8405797101449275,0.8405797101449275,6,TIND,1.0,1.0,1,TIND,10,116,124,0.9354838709677419
0506tin2_01-10_crop_00.jpg,6,TIND,5,57,0.8070175438596491,0.8070175438596491,6,TIND,1.0,1.0,1,TIND,11,46,54,0.8518518518518519
0506tin2_01-10_crop_00.jpg,6,TIND,6,59,0.9830508474576272,0.9830508474576272,6,TIND,1.0,1.0,1,TIND,12,58,75,0.7733333333333333
0506tin2_01-10_crop_00.jpg,6,TIND,7,54,0.9814814814814815,0.9814814814814815,6,TIND,1.0,1.0,1,TIND,13,53,74,0.7162162162162162
0506tin2_01-10_crop_00.jpg,6,TIND,8,201,1.0,0.0,5,TINB/TINC,1.0,0.0,1,TINB/TINC,15,201,405,0.4962962962962963
0506tin2_01-10_crop_00.jpg,6,TIND,9,118,0.8559322033898306,0.8559322033898306,6,TIND,1.0,1.0,1,TIND,16,101,126,0.8015873015873016
0506tin2_01-10_crop_00.jpg,6,TIND,10,64,0.859375,0.859375,6,TIND,1.0,1.0,1,TIND,18,55,112,0.49107142857142855
0506tin2_01-10_crop_00.jpg,6,TIND,11,42,0.7142857142857143,0.7142857142857143,6,TIND,1.0,1.0,1,TIND,18,30,112,0.26785714285714285
0506tin2_01-15_crop_01.jpg,6,TIND,1,289,0.5847750865051903,0.5847750865051903,6,TIND,1.0,1.0,1,TIND,1,169,173,0.976878612716763
0506tin2_01-16_crop_00.jpg,5,TINB/TINC,1,2031,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin2_01-16_crop_00.jpg,5,TINB/TINC,2,859,0.7857974388824214,0.7857974388824214,5,TINB/TINC,1.0,1.0,1,TINB/TINC,8,675,742,0.9097035040431267
0506tin2_01-16_crop_00.jpg,5,TINB/TINC,3,573,0.806282722513089,0.806282722513089,5,TINB/TINC,1.0,1.0,1,TINB/TINC,9,462,496,0.9314516129032258
0506tin2_01-16_crop_00.jpg,6,TIND,1,166,0.8554216867469879,0.8554216867469879,6,TIND,1.0,1.0,1,TIND,1,142,163,0.8711656441717791
0506tin2_01-16_crop_00.jpg,6,TIND,2,91,0.8021978021978022,0.8021978021978022,6,TIND,1.0,1.0,1,TIND,2,73,80,0.9125
0506tin2_01-16_crop_00.jpg,6,TIND,3,83,0.8674698795180723,0.8674698795180723,6,TIND,1.0,1.0,1,TIND,3,72,85,0.8470588235294118
0506tin2_01-16_crop_00.jpg,6,TIND,4,79,0.10126582278481013,0.10126582278481013,6,TIND,1.0,1.0,1,TIND,4,8,8,1.0
0506tin2_01-16_crop_00.jpg,6,TIND,5,216,0.8888888888888888,0.8888888888888888,6,TIND,1.0,1.0,1,TIND,5,192,221,0.8687782805429864
0506tin2_01-16_crop_00.jpg,6,TIND,6,56,0.0,0.0,0,bg,0.0,0.0,0,,0,0,0,0.0
0506tin2_01-16_crop_00.jpg,6,TIND,7,44,0.8863636363636364,0.8863636363636364,6,TIND,1.0,1.0,1,TIND,6,39,69,0.5652173913043478
0506tin2_01-16_crop_00.jpg,6,TIND,8,315,0.9047619047619048,0.9047619047619048,6,TIND,1.0,1.0,1,TIND,7,285,313,0.9105431309904153
0506tin2_01-16_crop_00.jpg,6,TIND,9,276,0.9855072463768116,0.9855072463768116,6,TIND,1.0,1.0,1,TIND,10,272,343,0.793002915451895
0506tin2_01-16_crop_00.jpg,6,TIND,10,155,0.967741935483871,0.0,5,TINB/TINC,1.0,0.0,1,TINB/TINC,11,150,347,0.4322766570605187
0506tin2_01-16_crop_00.jpg,6,TIND,11,67,0.7313432835820896,0.7313432835820896,6,TIND,1.0,1.0,1,TIND,12,49,191,0.25654450261780104
0506tin2_01-16_crop_00.jpg,6,TIND,12,132,0.803030303030303,0.803030303030303,6,TIND,1.0,1.0,1,TIND,12,106,191,0.5549738219895288
0506tin2_01-16_crop_00.jpg,6,TIND,13,119,0.8571428571428571,0.8571428571428571,6,TIND,1.0,1.0,1,TIND,13,102,381,0.2677165354330709
0506tin2_01-16_crop_00.jpg,6,TIND,14,232,0.9396551724137931,0.9396551724137931,6,TIND,1.0,1.0,1,TIND,13,218,381,0.5721784776902887
0506tin2_01-16_crop_00.jpg,6,TIND,15,134,0.9402985074626866,0.9402985074626866,6,TIND,1.0,1.0,1,TIND,14,126,382,0.3298429319371728
0506tin2_01-16_crop_00.jpg,6,TIND,16,57,0.9649122807017544,0.9649122807017544,6,TIND,1.0,1.0,1,TIND,14,55,382,0.14397905759162305
