image,fp_type,component_id,area_px,x,y,w,h,majority_pred_class_id,majority_pred_class_name
0506tin1_1_30_crop_00.jpg,bg_to_strip_inclusion,25,63,666,773,5,15,6,TIND
0506tin1_1_30_crop_00.jpg,bg_to_strip_inclusion,26,3,416,778,1,3,5,TINB/TINC
0506tin1_1_30_crop_00.jpg,bg_to_strip_inclusion,27,7,666,936,1,7,6,TIND
0506tin1_1_30_crop_00.jpg,bg_to_strip_inclusion,28,26,664,992,6,14,5,TINB/TINC
0506tin1_1_30_crop_00.jpg,bg_to_strip_inclusion,29,4,669,998,1,4,5,TINB/TINC
0506tin1_1_30_crop_00.jpg,bg_to_strip_inclusion,30,4,669,1004,1,4,5,TINB/TINC
0506tin1_1_30_crop_00.jpg,bg_to_strip_inclusion,31,4,664,1009,1,4,5,TINB/TINC
0506tin1_1_30_crop_01.jpg,bg_to_strip_inclusion,1,7,500,747,3,5,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,1,13,173,775,3,8,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,2,38,175,792,8,13,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,4,26,179,825,4,14,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,5,6,183,836,1,6,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,6,3,185,882,1,3,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,10,3,189,921,1,3,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,11,25,187,927,2,19,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,12,10,191,974,2,7,5,TINB/TINC
0506tin1_1_32_crop_01.jpg,bg_to_strip_inclusion,13,3,187,977,2,3,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,1,19,16,29,7,4,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,2,30,15,35,4,11,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,3,5,24,36,1,5,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,4,19,22,44,2,16,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,5,9,14,58,2,9,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,6,42,16,80,4,13,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,7,5,386,300,1,5,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,8,28,383,462,4,10,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,9,11,385,488,2,6,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,10,36,941,682,3,25,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,11,2,937,703,1,2,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,12,4,938,711,1,4,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,13,19,939,720,2,19,5,TINB/TINC
0506tin1_1_32_crop_02.jpg,bg_to_strip_inclusion,14,8,940,750,1,8,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,1,8,346,2,3,8,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,2,48,331,293,14,23,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,4,8,338,320,3,4,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,5,3,331,322,1,3,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,6,13,332,334,1,13,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,7,16,334,354,3,16,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,8,83,323,358,9,42,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,9,12,332,372,2,10,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,11,8,331,395,2,6,5,TINB/TINC
0506tin1_1_33_crop_02.jpg,bg_to_strip_inclusion,12,12,322,410,2,12,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,1,2,528,0,2,1,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,2,3,526,45,1,3,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,4,2,526,69,1,2,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,5,4,515,109,1,4,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,6,2,520,297,1,2,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,7,5,521,300,1,5,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,8,3,524,301,1,3,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,9,60,525,355,3,24,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,10,5,452,445,2,4,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,12,2,443,733,1,2,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,14,4,442,737,1,4,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,15,4,441,743,1,4,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,16,2,450,743,1,2,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,17,3,449,747,1,3,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,18,6,440,748,1,6,5,TINB/TINC
0506tin1_1_35_crop_01.jpg,bg_to_strip_inclusion,19,45,444,751,5,27,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,1,8,903,156,3,7,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,2,217,903,165,10,38,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,3,67,909,204,8,15,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,4,16,913,225,2,10,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,5,40,124,449,3,21,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,6,15,128,469,5,6,5,TINB/TINC
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,7,2,45,628,2,2,6,TIND
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,8,22,59,631,4,9,6,TIND
0506tin1_1_37_crop_01.jpg,bg_to_strip_inclusion,10,97,46,971,14,9,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,1,10,168,18,3,7,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,2,4,171,25,4,2,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,3,94,438,94,8,14,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,4,5,556,333,2,3,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,6,2,550,355,1,2,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,7,2,549,359,1,2,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,8,7,700,453,4,7,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,9,20,698,454,4,13,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,10,45,695,563,6,10,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,11,2,698,587,1,2,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,12,3,698,593,1,3,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,13,3,705,594,1,3,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,15,2,701,599,2,1,6,TIND
0506tin1_1_39_crop_01.jpg,bg_to_strip_inclusion,16,11,443,907,4,5,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,1,3,994,0,2,3,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,2,10,999,0,4,5,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,3,2,994,5,1,2,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,5,2,1004,29,2,1,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,6,6,1009,32,4,5,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,7,3,1010,38,3,3,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,8,112,170,352,9,56,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,9,12,171,409,5,5,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,10,5,170,433,5,1,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,11,7,168,434,1,7,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,12,29,169,442,3,17,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,14,2,182,455,1,2,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,15,6,175,458,6,2,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,16,23,155,564,8,12,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,17,19,100,746,7,4,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,18,3,102,764,3,1,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,19,4,1004,906,1,4,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,20,19,1005,910,6,6,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,21,64,1006,934,6,14,5,TINB/TINC
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,22,7,74,992,2,7,6,TIND
0506tin1_1_40_crop_01.jpg,bg_to_strip_inclusion,23,5,1011,994,3,5,6,TIND
0506tin1_1_45_crop_01.jpg,bg_to_strip_inclusion,1,2,472,341,1,2,6,TIND
0506tin1_1_45_crop_01.jpg,bg_to_strip_inclusion,2,22,257,719,2,13,6,TIND
0506tin1_1_45_crop_01.jpg,bg_to_strip_inclusion,3,4,261,718,3,2,6,TIND
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,1,3,579,380,3,2,6,TIND
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,4,20,569,393,5,12,6,TIND
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,5,3,585,400,1,3,6,TIND
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,7,8,570,408,5,5,6,TIND
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,9,33,558,531,8,11,5,TINB/TINC
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,10,125,555,547,8,32,5,TINB/TINC
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,11,6,564,546,2,6,5,TINB/TINC
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,13,10,553,603,2,8,5,TINB/TINC
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,14,101,568,630,5,51,5,TINB/TINC
0506tin1_1_46_crop_02.jpg,bg_to_strip_inclusion,16,14,558,773,5,8,6,TIND
0506tin1_1_46_crop_02.jpg,bg_to_D,1,85,734,435,11,10,4,D
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,1,29,896,7,13,10,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,3,18,899,20,10,2,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,4,27,774,33,6,7,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,5,8,496,50,7,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,6,3,504,54,1,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,7,5,496,56,1,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,9,3,500,63,3,2,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,10,4,674,63,4,1,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,11,45,668,64,5,22,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,13,8,679,74,1,8,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,14,24,787,84,7,9,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,15,3,499,120,3,1,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,16,6,493,124,2,6,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,17,3,504,217,3,1,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,18,3,503,219,1,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,20,4,514,305,1,4,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,21,2,508,307,1,2,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,22,10,509,311,5,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,23,2,526,334,2,1,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,24,6,640,365,6,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,27,6,645,370,2,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,28,4,634,373,4,4,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,29,5,884,378,1,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,30,17,893,379,5,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,31,5,587,395,1,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,32,11,591,394,6,8,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,33,5,588,401,4,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,34,6,536,452,1,6,5,TINB/TINC
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,35,30,585,484,2,19,5,TINB/TINC
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,36,26,516,489,7,10,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,37,50,590,497,4,27,5,TINB/TINC
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,38,27,655,508,5,19,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,39,7,663,509,6,7,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,40,4,662,522,4,4,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,41,178,579,526,18,36,5,TINB/TINC
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,42,12,595,544,5,6,5,TINB/TINC
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,44,19,592,572,3,9,5,TINB/TINC
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,45,16,882,581,7,9,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,46,2,600,582,2,2,5,TINB/TINC
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,47,4,876,586,1,4,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,48,6,430,674,3,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,49,2,436,674,2,1,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,50,8,468,723,5,4,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,52,7,442,751,6,3,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,53,7,668,755,3,4,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,54,5,655,757,4,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,55,11,655,763,9,2,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,56,47,620,817,4,15,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,57,42,408,835,7,7,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,58,6,486,856,6,5,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,59,33,465,873,13,16,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,61,2,616,913,1,2,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,62,8,588,921,2,6,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,63,2,621,983,1,2,6,TIND
0506tin1_1_49_crop_00.jpg,bg_to_strip_inclusion,65,2,615,1006,2,1,6,TIND
0506tin1_1_50_crop_01.jpg,bg_to_strip_inclusion,1,175,654,811,10,36,5,TINB/TINC
0506tin1_1_50_crop_01.jpg,bg_to_strip_inclusion,2,9,655,885,4,7,6,TIND
0506tin1_1_50_crop_01.jpg,bg_to_strip_inclusion,3,7,656,895,5,7,6,TIND
0506tin1_1_50_crop_03.jpg,bg_to_strip_inclusion,1,19,996,738,6,7,6,TIND
0506tin1_1_50_crop_03.jpg,bg_to_strip_inclusion,2,8,992,749,3,5,6,TIND
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,1,16,854,453,2,9,5,TINB/TINC
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,2,6,856,489,1,6,5,TINB/TINC
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,3,28,854,502,4,12,5,TINB/TINC
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,7,8,46,832,2,8,6,TIND
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,8,2,52,845,1,2,6,TIND
0506tin1_1_55_crop_02.jpg,bg_to_strip_inclusion,9,211,485,918,10,42,5,TINB/TINC
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,1,2,938,19,2,1,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,2,2,937,25,1,2,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,3,5,938,33,1,5,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,5,12,584,201,2,11,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,6,2,576,210,2,2,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,7,74,616,845,5,18,5,TINB/TINC
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,8,10,87,847,3,7,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,9,76,652,848,7,13,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,10,855,611,872,23,132,5,TINB/TINC
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,11,48,654,927,6,10,6,TIND
0506tin1_1_56_crop_02.jpg,bg_to_strip_inclusion,12,48,946,969,5,12,6,TIND
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,2,22,66,217,6,13,6,TIND
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,3,2,755,253,1,2,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,4,5,754,257,1,5,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,5,11,932,479,5,11,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,6,6,931,493,1,6,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,7,60,925,500,6,46,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,8,2,934,515,1,2,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,9,30,750,601,3,15,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,10,110,752,633,8,34,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,11,27,63,708,7,9,6,TIND
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,12,68,757,800,5,17,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,13,21,758,853,8,8,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,14,15,758,860,5,7,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,15,9,764,862,3,4,5,TINB/TINC
0506tin1_1_58_crop_00.jpg,bg_to_strip_inclusion,16,26,761,867,6,7,5,TINB/TINC
0506tin1_1_62_crop_02.jpg,bg_to_strip_inclusion,1,2,1003,474,1,2,6,TIND
0506tin1_1_62_crop_02.jpg,bg_to_strip_inclusion,3,10,994,480,5,3,6,TIND
0506tin1_1_64_crop_01.jpg,bg_to_strip_inclusion,1,6,898,130,4,4,6,TIND
0506tin1_1_64_crop_01.jpg,bg_to_strip_inclusion,2,2,900,137,2,1,6,TIND
0506tin1_1_64_crop_01.jpg,bg_to_strip_inclusion,3,4,744,151,3,4,5,TINB/TINC
0506tin1_1_64_crop_01.jpg,bg_to_strip_inclusion,4,2,743,156,1,2,5,TINB/TINC
0506tin1_1_64_crop_01.jpg,bg_to_strip_inclusion,5,14,743,165,3,13,5,TINB/TINC
0506tin1_1_64_crop_01.jpg,bg_to_strip_inclusion,6,3,752,177,1,3,5,TINB/TINC
0506tin1_1_64_crop_01.jpg,bg_to_strip_inclusion,7,2,746,181,1,2,5,TINB/TINC
0506tin1_1_64_crop_01.jpg,bg_to_strip_inclusion,8,14,753,183,3,8,5,TINB/TINC
0506tin1_1_64_crop_01.jpg,bg_to_strip_inclusion,9,2,748,190,1,2,5,TINB/TINC
0506tin1_1_64_crop_01.jpg,bg_to_strip_inclusion,10,30,749,193,4,27,5,TINB/TINC
0506tin1_1_64_crop_01.jpg,bg_to_strip_inclusion,11,5,756,234,4,5,5,TINB/TINC
0506tin1_1_64_crop_01.jpg,bg_to_strip_inclusion,12,47,295,426,7,10,6,TIND
0506tin1_1_64_crop_01.jpg,bg_to_strip_inclusion,14,3,926,894,1,3,6,TIND
0506tin1_1_64_crop_01.jpg,bg_to_strip_inclusion,15,7,920,897,2,6,6,TIND
0506tin1_1_65_crop_01.jpg,bg_to_strip_inclusion,1,8,653,354,4,5,6,TIND
0506tin1_1_65_crop_01.jpg,bg_to_strip_inclusion,2,6,661,361,2,5,6,TIND
0506tin1_1_65_crop_01.jpg,bg_to_strip_inclusion,5,2,657,372,2,1,6,TIND
0506tin1_1_65_crop_01.jpg,bg_to_strip_inclusion,7,18,404,422,6,7,5,TINB/TINC
0506tin1_1_65_crop_01.jpg,bg_to_strip_inclusion,10,8,407,515,6,3,6,TIND
0506tin1_1_65_crop_01.jpg,bg_to_strip_inclusion,11,11,392,808,6,3,6,TIND
0506tin1_1_65_crop_01.jpg,bg_to_strip_inclusion,12,14,399,809,7,12,6,TIND
0506tin1_1_65_crop_01.jpg,bg_to_strip_inclusion,13,2,392,819,1,2,6,TIND
0506tin1_1_65_crop_01.jpg,bg_to_strip_inclusion,15,5,398,826,5,1,6,TIND
0506tin1_1_65_crop_01.jpg,bg_to_strip_inclusion,16,9,367,956,6,5,6,TIND
0506tin1_1_65_crop_01.jpg,bg_to_strip_inclusion,20,33,370,963,12,13,6,TIND
0506tin1_1_65_crop_01.jpg,bg_to_strip_inclusion,21,7,367,966,1,7,6,TIND
0506tin1_1_68_crop_01.jpg,bg_to_strip_inclusion,1,38,279,372,7,15,6,TIND
0506tin1_1_68_crop_01.jpg,bg_to_strip_inclusion,2,2,277,375,1,2,6,TIND
0506tin1_1_68_crop_01.jpg,bg_to_strip_inclusion,3,3,276,378,1,3,6,TIND
0506tin1_1_68_crop_01.jpg,bg_to_strip_inclusion,4,3,275,382,1,3,6,TIND
0506tin1_1_69_crop_02.jpg,bg_to_strip_inclusion,1,168,184,796,8,37,5,TINB/TINC
0506tin1_1_69_crop_02.jpg,bg_to_strip_inclusion,2,226,179,839,9,46,5,TINB/TINC
0506tin1_1_69_crop_02.jpg,bg_to_strip_inclusion,3,17,156,910,5,9,6,TIND
0506tin1_1_69_crop_02.jpg,bg_to_strip_inclusion,5,2,165,912,1,2,6,TIND
0506tin1_1_69_crop_02.jpg,bg_to_strip_inclusion,6,4,176,969,2,4,6,TIND
0506tin1_1_71_crop_01.jpg,bg_to_strip_inclusion,1,50,537,340,7,11,6,TIND
0506tin1_1_71_crop_01.jpg,bg_to_strip_inclusion,2,3,541,360,1,3,6,TIND
0506tin1_1_71_crop_01.jpg,bg_to_strip_inclusion,6,7,559,522,4,5,6,TIND
0506tin1_1_71_crop_01.jpg,bg_to_strip_inclusion,8,2,960,708,1,2,6,TIND
0506tin2_01-03_crop_01.jpg,bg_to_strip_inclusion,1,9,730,346,6,4,5,TINB/TINC
